-0.2	0.04	10.139999	0.000194	0.00041	0.000493	15.88921	20.73279	-42.966927	7082.0
-0.2	0.04	10.139999	0.000499	-0.00295	0.000951	15.88921	20.73279	-42.966927	7092.0
-0.24	0.02	10.099999	-0.000264	-0.002644	0.001562	15.88921	20.73279	-42.966927	7102.0
-0.2	-0.0	10.219999	0.001416	-0.00127	0.000493	16.665607	21.024389	-43.615376	7112.0
-0.2	-0.04	10.179999	0.00111	-0.001881	0.000341	16.665607	21.024389	-43.615376	7122.0
-0.16	-0.02	10.2	0.000652	-0.001575	-0.001339	15.41341	20.33799	-43.606525	7132.0
-0.2	-0.0	10.179999	0.001874	-0.003102	0.001257	15.41341	20.33799	-43.606525	7142.0
-0.16	0.04	10.219999	0.000499	0.001784	0.000341	15.56941	20.05719	-42.951778	7152.0
-0.22	0.06	10.2	-0.00057	0.003312	-0.001339	15.56941	20.05719	-42.951778	7162.0
-0.2	0.04	10.28	-0.00118	0.002854	-0.000881	15.567011	20.205391	-43.602024	7172.0
-0.2	0.02	10.2	-0.001486	0.001937	-0.001339	15.567011	20.205391	-43.602024	7182.0
-0.2	0.02	10.2	0.000347	0.001021	-0.000118	16.345812	19.36659	-41.635677	7192.0
-0.2	-0.0	10.179999	-0.001639	0.002395	0.000493	16.345812	19.36659	-41.635677	7202.0
-0.22	-0.02	10.179999	0.000805	-0.003561	0.000951	16.345812	19.36659	-41.635677	7212.0
-0.2	-0.02	10.139999	-0.001791	-0.002033	0.000799	16.51861	20.994991	-42.322826	7222.0
-0.2	0.02	10.16	0.000194	-0.004477	-0.000423	16.51861	20.994991	-42.322826	7232.0
-0.24	0.02	10.179999	0.000194	-0.004782	0.000493	16.028259	20.086742	-44.080528	7242.0
-0.18	-0.0	10.179999	-0.000111	-0.002339	-0.00027	16.028259	20.086742	-44.080528	7252.0
-0.2	0.04	10.16	-0.000417	-0.002492	0.001104	16.179461	19.12014	-42.761726	7262.0
-0.16	0.02	10.139999	0.000194	-0.003408	0.001868	16.179461	19.12014	-42.761726	7272.0
-0.18	0.1	10.16	0.000652	-4.8e-05	-0.001187	16.829863	21.277742	-42.812725	7282.0
-0.18	0.1	10.16	0.002179	0.000868	0.000951	16.829863	21.277742	-42.812725	7292.0
-0.18	0.04	10.179999	0.001874	0.001632	-0.000881	14.95321	20.453192	-42.966328	7302.0
-0.16	0.06	10.2	0.000652	0.002395	-0.001034	14.95321	20.453192	-42.966328	7312.0
-0.22	0.04	10.24	-0.00057	0.001784	-0.000881	14.95321	20.453192	-42.966328	7322.0
-0.2	0.02	10.24	0.000347	-0.003255	3.5e-05	16.801662	19.826942	-44.068378	7332.0
-0.22	-0.0	10.16	4.1e-05	-0.001881	0.000341	16.801662	19.826942	-44.068378	7342.0
-0.2	-0.04	10.16	-0.001944	-0.001423	0.001257	15.383261	18.332342	-44.039879	7352.0
-0.18	-0.06	10.2	-0.000111	-0.002797	-0.000576	15.383261	18.332342	-44.039879	7362.0
-0.18	-0.06	10.2	-0.001486	-0.002644	0.000646	16.04986	20.71734	-42.157375	7372.0
-0.22	-0.06	10.16	0.000347	-0.00295	0.000188	16.04986	20.71734	-42.157375	7382.0
-0.24	0.04	10.179999	0.001721	-0.000964	-0.001187	15.10156	20.337839	-43.770325	7392.0
-0.18	0.02	10.2	0.001721	0.000715	-0.000423	15.10156	20.337839	-43.770325	7402.0
-0.22	0.06	10.219999	-0.000722	0.003006	-0.00027	15.10156	20.337839	-43.770325	7412.0
-0.2	0.04	10.139999	0.001721	0.005297	-0.000423	14.469309	19.944693	-44.572674	7422.0
-0.16	-0.0	10.24	-0.001333	-0.000659	0.000646	14.469309	19.944693	-44.572674	7432.0
-0.16	-0.0	10.16	0.001416	-0.00127	0.001868	16.353762	21.02424	-43.779175	7442.0
-0.2	-0.0	10.16	0.002332	-0.000812	0.001104	16.353762	21.02424	-43.779175	7452.0
-0.2	-0.0	10.16	0.000652	0.00209	-0.000728	15.423611	20.444792	-42.316376	7462.0
-0.2	-0.02	10.179999	0.001263	-0.000506	0.00141	15.423611	20.444792	-42.316376	7472.0
-0.18	-0.02	10.2	0.003248	0.000105	-0.000576	15.590261	21.532141	-42.828026	7482.0
-0.18	0.06	10.179999	-0.000111	0.000868	0.000493	15.590261	21.532141	-42.828026	7492.0
-0.18	-0.02	10.219999	0.000652	-0.00127	-0.001034	15.590261	21.532141	-42.828026	7502.0
-0.24	-0.04	10.179999	0.002027	0.001326	-0.000423	15.870759	20.091841	-44.404972	7512.0
-0.22	-0.0	10.16	-0.001486	-0.003866	-0.001034	15.870759	20.091841	-44.404972	7522.0
-0.24	0.06	10.179999	0.000805	0.001174	-0.00027	15.87766	19.788542	-42.781075	7532.0
-0.18	-0.0	10.2	0.001263	0.001632	-0.000881	15.87766	19.788542	-42.781075	7542.0
-0.12	-0.0	10.179999	0.000958	0.00041	0.000341	15.429911	21.406292	-43.31073	7552.0
-0.12	-0.0	10.179999	0.000499	0.004075	0.000188	15.429911	21.406292	-43.31073	7562.0
-0.2	-0.0	10.2	0.000958	0.001937	0.000951	16.187109	19.936893	-43.267529	7572.0
-0.18	-0.0	10.219999	-0.000875	-0.001575	-0.000118	16.187109	19.936893	-43.267529	7582.0
-0.18	0.02	10.219999	-0.00118	-0.004324	0.000493	16.187109	19.936893	-43.267529	7592.0
-0.14	-0.04	10.24	0.000194	-0.000964	-0.00027	15.280959	20.822041	-41.195877	7602.0
-0.28	0.02	10.24	-0.001791	-0.002033	0.000799	15.280959	20.822041	-41.195877	7612.0
-0.24	-0.04	10.2	-0.001486	-0.001728	3.5e-05	15.86296	18.854643	-43.08033	7622.0
-0.18	-0.0	10.2	0.000194	-0.000812	3.5e-05	15.86296	18.854643	-43.08033	7632.0
-0.12	0.02	10.2	-0.000722	-0.001117	-0.001187	17.28751	20.890291	-43.284328	7642.0
-0.16	-0.02	10.16	0.001416	-0.000354	-0.000423	17.28751	20.890291	-43.284328	7652.0
-0.16	-0.02	10.16	0.001416	-0.000201	0.000188	15.880359	20.481241	-43.768524	7662.0
-0.18	0.08	10.2	0.000652	0.003617	0.000188	15.880359	20.481241	-43.768524	7672.0
-0.22	-0.04	10.179999	0.00279	0.003006	0.00141	15.880359	20.481241	-43.768524	7682.0
-0.18	-0.0	10.2	0.002179	0.001937	0.000493	14.492108	20.99229	-43.306679	7692.0
-0.24	0.02	10.2	-0.002097	-0.002339	3.5e-05	14.492108	20.99229	-43.306679	7702.0
-0.12	0.02	10.179999	-0.00118	-0.002339	-0.00027	14.95756	20.859842	-43.138378	7712.0
-0.2	-0.02	10.16	0.000652	-0.000354	0.000493	14.95756	20.859842	-43.138378	7722.0
-0.2	-0.02	10.16	-0.001486	-0.002186	-0.00027	15.570611	20.47419	-43.608925	7732.0
-0.2	0.04	10.2	-0.001791	-0.002186	-0.000576	15.570611	20.47419	-43.608925	7742.0
-0.24	-0.0	10.139999	-0.000264	-0.003713	-0.000423	14.94271	20.487692	-44.583324	7752.0
-0.26	-0.0	10.179999	-0.001791	-0.002492	0.000341	14.94271	20.487692	-44.583324	7762.0
-0.2	-0.0	10.099999	0.000347	0.000105	-0.000881	14.94271	20.487692	-44.583324	7772.0
-0.2	0.04	10.179999	-0.00057	-0.004019	0.000493	15.110109	20.73069	-43.295578	7782.0
-0.2	-0.02	10.2	0.000194	-0.001117	0.000799	15.110109	20.73069	-43.295578	7792.0
-0.32	-0.08	10.04	0.001568	0.005908	-0.00195	15.42031	21.016891	-43.947178	7802.0
-0.22	0.04	10.139999	0.001874	0.011253	0.000646	15.42031	21.016891	-43.947178	7812.0
-0.22	0.04	10.139999	0.001263	0.004839	0.000799	16.34761	20.483191	-43.603676	7822.0
-0.16	0.02	10.24	0.000347	-0.00524	0.001562	16.34761	20.483191	-43.603676	7832.0
-0.22	-0.0	10.26	-0.000264	0.003006	-0.00027	16.828062	21.143341	-42.809277	7842.0
-0.18	-0.0	10.179999	-0.00118	-0.004324	3.5e-05	16.828062	21.143341	-42.809277	7852.0
